Gene,Annotation,Present_ST354,Absent_ST354,Present_Other,Absent_Other,Sensitivity,Specificity,Odds_Ratio,P_Value,Is_Priority_Candidate,Rank,FDR_Q_Value
epsG,Type II secretion system core protein G,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,216,0.09459069748279984
group_2734,hypothetical protein,2,26,3,0,0.07142857142857142,0.0,0.0,0.0022246941045606233,No,217,0.09415479565108187
yjaB_yjaB_1,Peptidyl-lysine N-acetyltransferase YjaB,2,26,3,0,0.07142857142857142,0.0,0.0,0.0022246941045606233,No,218,0.09372289291873745
group_312,hypothetical protein,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,219,0.09329493450358341
group_2182,hypothetical protein,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,220,0.0928708666194762
group_2579,Anaerobic C4-dicarboxylate transporter DcuB,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,221,0.09245063645377721
virF,Virulence regulon transcriptional activator VirF,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,222,0.09203419214542687
group_2639,hypothetical protein,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,223,0.0916214827636088
ybbY,Putative purine permease YbbY,2,26,3,0,0.07142857142857142,0.0,0.0,0.0022246941045606233,No,224,0.09121245828698556
argH_2,Argininosuccinate lyase,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,225,0.09080706958348785
epsE,Type II secretion system ATPase E,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,226,0.09040526839064056
group_144,Flagellin,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,227,0.09000700729640866
gspD2,Secretin GspD 2,26,2,0,3,0.9285714285714286,1.0,inf,0.0022246941045606233,No,228,0.08961223972054722
group_292,Prophage integrase IntS,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,229,0.17844183979288006
group_2620,hypothetical protein,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,230,0.17766600570682403
group_2645,hypothetical protein,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,231,0.17689688879900228
group_2693,IS200/IS605 family transposase IS609,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,232,0.17613440220935142
group_3252,hypothetical protein,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,233,0.17537846056896794
lutR,HTH-type transcriptional regulator LutR,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,234,0.17462897996824586
group_1066,hypothetical protein,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,235,0.1738858779258278
group_2096,hypothetical protein,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,236,0.17314907335834548
group_2122,putative protein YbdM,25,3,0,3,0.8928571428571429,1.0,inf,0.004449388209121247,No,237,0.1724184865509263
recE,Exodeoxyribonuclease 8,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,238,0.24895635673624292
htrL,Protein HtrL,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,239,0.24791469833985696
group_472,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,240,0.24688172043010756
group_335,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,241,0.24585731495114446
group_321,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,242,0.24484137563316452
hipO,Hippurate hydrolase,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,243,0.2438337979556618
lolA_2,Outer-membrane lipoprotein carrier protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,244,0.2428344791115812
group_957,ISKra4 family transposase ISCep1,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,245,0.24184331797235026
recT,Protein RecT,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,246,0.24086021505376345
hsdM_2,Type I restriction enzymeP methylase subunit,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,247,0.23988507248269558
group_863,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,248,0.2389177939646202
group_698,3-oxoacyl-[acyl-carrier-protein] reductase FabG,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,249,0.2379582847519109
group_164,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,250,0.23700645161290324
group_51,Type I restriction enzyme EcoAI endonuclease subunit,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,251,0.23606220280169646
group_2108,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,252,0.23512544802867386
group_2141,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,253,0.23419609843172257
group_1155,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,254,0.23327406654813312
group_1864,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,255,0.23235926628716005
group_2071,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,256,0.23145161290322583
group_2032,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,257,0.23055102296975025
fabF_2,3-oxoacyl-[acyl-carrier-protein] synthase 2,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,258,0.2296574143535884
group_287,Prophage integrase IntA,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,259,0.22877070619006104
fabF_1,3-oxoacyl-[acyl-carrier-protein] synthase 2,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,260,0.22789081885856083
group_262,Putative defective protein IntQ,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,261,0.22701767395871958
group_1709,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,262,0.2261511942871214
group_1701,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,263,0.22529130381454682
group_1751,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,264,0.22443792766373413
group_1725,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,265,0.22359099208764457
ccdB,Toxin CcdB,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,266,0.22275042444821733
hokE_1,Toxic protein HokE,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,267,0.2219161531956023
rhsD_3__rhsD_1,Protein RhsD;hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,268,0.2210881078478575
group_3599,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,269,0.2202662189710997
group_3331,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,270,0.2194504181600956
group_3313,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,271,0.21864063801928343
group_3483,Protein YdaW;hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,272,0.21783681214421255
group_3120,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,273,0.21703887510339126
yeeR,Inner membrane protein YeeR;hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,274,0.21624676242053217
ydaT_2_ydaT,Transcriptional regulator YdaT,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,275,0.21546041055718476
ompX_7_ompX_2,Outer membrane protein X,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,276,0.2146797568957457
group_3344,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,277,0.21390473972283686
intA_5__intA_2,Prophage integrase IntA;hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,278,0.2131352982130425
group_3211,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,279,0.21237137241299575
group_3261,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,280,0.21161290322580648
group_3268,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,281,0.2108598323958214
group_3306,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,282,0.21011210249370854
group_3441,IS256 family transposase ISEc39;IS256 family transposase IS1414,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,283,0.209369656901858
group_3471,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,284,0.20863243980009089
dnaC_1_dnaC_2,Replicative helicase loader DnaC,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,285,0.20790039615166953
group_3312,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,286,0.20717347168960074
group_3600,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,287,0.20645161290322583
group_3341,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,288,0.20573476702508964
group_3338,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,289,0.2050228820180824
group_3820,bifunctional siderophore receptor/adhesin Iha,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,290,0.20431590656284762
group_3941,Protein RhsC,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,291,0.20361379004544952
group_3944,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,292,0.20291648254529387
group_3375,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,293,0.2022239348232963
group_3376,IS3 family transposase IS629,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,294,0.20153609831029187
group_3369,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,295,0.20085292509568073
group_2857,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,296,0.20017436791630341
kgtP_2,Alpha-ketoglutarate permease,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,297,0.19950038014554144
group_2943,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,298,0.19883091578263695
group_2969,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,299,0.1981659294422268
icd_2,Isocitrate dehydrogenase [NADP],0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,300,0.19750537634408605
group_3076,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,301,0.19684921230307578
group_3409,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,302,0.19619739371929076
group_3405,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,303,0.19554987756840203
group_3403,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,304,0.19490662139219017
group_3437,putative HTH-type transcriptional regulator;LexA repressor,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,305,0.19426758328926497
algC_1,Phosphomannomutase/phosphoglucomutase,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,306,0.1936327219059667
group_3604,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,307,0.19300199642744564
group_3601,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,308,0.19237536656891496
group_2477,IS3 family transposase IS3411,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,309,0.19175279256707384
group_2468,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,310,0.19113423517169617
group_2520,IS3 family transposase IS150,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,311,0.19051965563738205
yjeO,Inner membrane protein YjeO,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,312,0.18990901571546734
klcA_1,Antirestriction protein KlcA,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,313,0.18930227764608887
group_650,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,314,0.18869940415040068
fabG_1,3-oxoacyl-[acyl-carrier-protein] reductase FabG,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,315,0.1881003584229391
group_2928,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,316,0.18750510412413232
group_2003,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,317,0.1869136053729521
group_2481,IS3 family transposase IS3411,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,318,0.1863258267397038
group_2480,IS3 family transposase IS3411,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,319,0.18574173323895238
group_2479,IS3 family transposase IS3411,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,320,0.18516129032258066
crfC_1,Clamp-binding protein CrfC;hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,321,0.1845844638729776
group_3101,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,322,0.18401122019635346
group_3102,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,323,0.183441526016179
group_3106,hypothetical protein;IS66 family transposase ISEc8,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,324,0.18287534846674633
group_2592,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,325,0.18231265508684866
group_2610,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,326,0.1817534138135761
group_2503,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,327,0.18119759297622573
group_2504,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,328,0.1806451612903226
group_2510,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,329,0.1800960878517502
group_2512,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,330,0.1795503421309873
group_1913,Killing protein KilR,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,331,0.1790078939674496
group_1944,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,332,0.17846871356393318
group_1949,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,333,0.1779327714811586
group_2700,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,334,0.1774000386324126
group_2656,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,335,0.176870486278286
group_2621,Double-strand break reduction protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,336,0.1763440860215054
group_2704,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,337,0.17582080980185702
group_3100,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,338,0.17530062989120063
group_3092,IS3 family transposase IS629,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,339,0.17478351888857172
group_3088,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,340,0.17426944971537003
group_2627,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,341,0.1737583956106329
group_2878,ISL3 family transposase ISEc38,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,342,0.17325033012639127
ydaG,putative protein YdaG,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,343,0.17274522712310733
group_1262,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,344,0.1722430607651913
group_2502,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,345,0.17174380551659657
group_2501,hypothetical protein,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,346,0.1712474361364908
group_2496,IS3 family transposase IS629,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,347,0.17075392767500233
group_2495,IS3 family transposase IS629,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,348,0.1702632554690397
group_2482,IS3 family transposase IS3411,0,28,2,1,0.0,0.3333333333333333,0.0,0.006451612903225807,No,349,0.16977539513818285
group_3173,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,350,0.16929032258064516
crt_crt_2,Short-chain-enoyl-CoA hydratase,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,351,0.1688080139693043
group_2803,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,352,0.1683284457478006
group_2589,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,353,0.16785159462670202
group_2707,IS3 family transposase IS103,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,354,0.16737743757973395
group_3195,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,355,0.1669059518400727
ydiF_2_ydiF_1,Acetate CoA-transferase YdiF,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,356,0.1664371148967017
php_2,Phosphotriesterase homology protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,357,0.1659709044908286
group_3000,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,358,0.1655072986123626
group_3087,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,359,0.16504627549645073
group_3134,hypothetical protein,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,360,0.1645878136200717
setC,Sugar efflux transporter C,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,361,0.16413189169868647
deoK,Deoxyribokinase,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,362,0.16367848868294424
ymgF,Inner membrane protein YmgF,28,0,1,2,1.0,0.6666666666666666,inf,0.006451612903225807,No,363,0.163227583755443
group_2708,IS3 family transposase IS103,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,364,0.19645760246427657
group_2615,hypothetical protein,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,365,0.19591936245752511
group_398,IS630 family transposase IS630,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,366,0.19538406365299638
group_386,hypothetical protein,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,367,0.1948516820081653
iha,bifunctional siderophore receptor/adhesin Iha,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,368,0.19432219374183876
group_2237,hypothetical protein,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,369,0.19379557533061428
mntB_3,Manganese transport system membrane protein MntB,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,370,0.1932718035053964
group_2062,hypothetical protein,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,371,0.19275085524796945
group_2115,hypothetical protein,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,372,0.19223270778762547
group_1233,IS110 family transposase ISSfl8,24,4,0,3,0.8571428571428571,1.0,inf,0.007786429365962181,No,373,0.1917173385978463
